FID,SRC_AGENCY,FIRE_ID,YEAR,MONTH,DAY,SIZE_HA,CAUSE,FIRE_TYPE,RESPONSE
30614,BC,1961-V00030,1961,6,2,0.1,H,Fire, 
30615,BC,1961-V00031,1961,9,12,0.1,H,Fire, 
30616,BC,1961-V00113,1961,6,7,0.1,H,Fire, 
30617,BC,1961-V00116,1961,6,9,0.1,H,Fire, 
30618,BC,1961-V00120,1961,6,1,0.1,H,Fire, 
30619,BC,1961-V00121,1961,6,14,0.1,H,Fire, 
30620,BC,1961-V00131,1961,6,18,0.1,H,Fire, 
30621,BC,1961-V00133,1961,6,18,0.1,H,Fire, 
30622,BC,1961-V00134,1960,12,31,2.4,H,Fire, 
30623,BC,1961-V00135,1961,6,19,0.1,H,Fire, 
30624,BC,1961-V00136,1961,6,19,1.6,H,Fire, 
30625,BC,1961-V00139,1961,6,17,0.1,H,Fire, 
30626,BC,1961-V00383,1961,6,18,0.1,H,Fire, 
30627,BC,1961-N00042,1961,6,6,0.1,N,Fire, 
30628,BC,1961-N00057,1961,6,6,0.1,N,Fire, 
30629,BC,1961-N00067,1961,6,19,0.1,H,Fire, 
30630,BC,1961-N00073,1961,6,2,0.1,H,Fire, 
30631,BC,1961-N00087,1961,6,22,0.1,H,Fire, 
30632,BC,1961-N00106,1961,6,24,31.1,N,Fire, 
30633,BC,1961-N00126,1961,7,1,0.1,H,Fire, 
30634,BC,1961-N00140,1961,6,27,0.1,H,Fire, 
30635,BC,1961-N00152,1961,7,5,0.1,N,Fire, 
30636,BC,1961-N00153,1961,7,6,0.1,N,Fire, 
30637,BC,1961-N00159,1961,7,10,0.1,H,Fire, 
30638,BC,1961-N00169,1961,7,16,0.1,N,Fire, 
30639,BC,1961-N00170,1961,7,16,0.1,N,Fire, 
30640,BC,1961-N00171,1961,7,15,0.1,N,Fire, 
30641,BC,1961-N00174,1961,7,16,0.1,N,Fire, 
30642,BC,1961-N00176,1961,7,14,0.1,N,Fire, 
30643,BC,1961-N00177,1961,7,16,0.1,N,Fire, 
30644,BC,1961-N00178,1961,7,12,0.1,N,Fire, 
30645,BC,1961-N00179,1961,7,16,0.1,N,Fire, 
30646,BC,1961-N00180,1961,7,16,0.1,N,Fire, 
30647,BC,1961-N00195,1961,7,16,0.1,N,Fire, 
30648,BC,1961-N00197,1961,7,14,11.3,N,Fire, 
30649,BC,1961-N00198,1961,7,14,6,N,Fire, 
30650,BC,1961-N00203,1961,7,16,0.1,N,Fire, 
30651,BC,1961-N00204,1961,7,16,0.1,N,Fire, 
30652,BC,1961-N00205,1961,7,16,0.1,N,Fire, 
30653,BC,1961-N00206,1961,7,16,0.1,N,Fire, 
30654,BC,1961-N00207,1961,7,16,0.1,N,Fire, 
30655,BC,1961-N00208,1961,7,16,0.1,N,Fire, 
30656,BC,1961-N00209,1961,7,16,0.1,N,Fire, 
30657,BC,1961-N00210,1961,7,16,0.1,N,Fire, 
30658,BC,1961-N00213,1961,7,14,0.8,N,Fire, 
30659,BC,1961-N00214,1961,7,15,0.8,N,Fire, 
30660,BC,1961-N00215,1961,7,16,0.1,N,Fire, 
30661,BC,1961-N00216,1961,7,16,0.2,N,Fire, 
30662,BC,1961-N00217,1961,10,15,0.1,N,Fire, 
30663,BC,1961-N00218,1961,7,15,0.1,N,Fire, 
30664,BC,1961-N00219,1961,7,15,0.1,N,Fire, 
30665,BC,1961-N00221,1961,7,16,0.1,N,Fire, 
30666,BC,1961-N00241,1961,7,16,0.2,N,Fire, 
30667,BC,1961-N00242,1961,7,17,0.1,N,Fire, 
30668,BC,1961-N00280,1961,7,15,0.1,N,Fire, 
30669,BC,1961-N00281,1961,7,16,0.4,N,Fire, 
30670,BC,1961-N00282,1961,7,16,0.1,N,Fire, 
30671,BC,1961-N00283,1961,7,16,0.1,N,Fire, 
30672,BC,1961-N00287,1961,7,16,0.1,N,Fire, 
30673,BC,1961-N00296,1961,7,17,0.1,N,Fire, 
30674,BC,1961-N00297,1961,7,16,0.4,N,Fire, 
30675,BC,1961-N00298,1961,7,16,0.1,N,Fire, 
30676,BC,1961-N00301,1961,7,17,0.1,N,Fire, 
30677,BC,1961-N00302,1961,7,16,1.2,N,Fire, 
30678,BC,1961-N00303,1961,7,21,0.1,N,Fire, 
30679,BC,1961-N00304,1961,7,21,0.1,H,Fire, 
30680,BC,1961-N00317,1961,7,22,0.1,N,Fire, 
30681,BC,1961-N00318,1961,7,22,0.1,N,Fire, 
30682,BC,1961-N00319,1961,7,23,0.1,N,Fire, 
30683,BC,1961-N00320,1961,7,22,0.1,N,Fire, 
30684,BC,1961-N00321,1961,7,22,0.1,N,Fire, 
30685,BC,1961-N00322,1961,7,22,0.4,N,Fire, 
30686,BC,1961-N00375,1961,7,26,0.3,N,Fire, 
30687,BC,1961-N00389,1961,7,30,0.1,N,Fire, 
30688,BC,1961-N00406,1961,8,7,0.1,H,Fire, 
30689,BC,1961-N00413,1961,8,9,0.1,H,Fire, 
30690,BC,1961-N00414,1961,8,10,0.1,H,Fire, 
30691,BC,1961-N00415,1961,8,13,2.4,H,Fire, 
30692,BC,1961-N00430,1961,8,13,0.1,H,Fire, 
30693,BC,1961-N00442,1961,8,16,0.1,N,Fire, 
30694,BC,1961-N00461,1961,8,24,0.1,N,Fire, 
30695,BC,1961-N00462,1961,8,24,0.1,N,Fire, 
30696,BC,1961-N00463,1961,8,24,0.1,N,Fire, 
30697,BC,1961-N00464,1961,8,23,0.1,N,Fire, 
30698,BC,1961-N00467,1961,8,24,0.1,N,Fire, 
30699,BC,1961-N00472,1961,8,24,0.1,N,Fire, 
30700,BC,1961-N00475,1961,8,24,0.1,N,Fire, 
30701,BC,1961-N00477,1961,8,24,0.1,N,Fire, 
30702,BC,1961-N00481,1961,8,24,0.1,N,Fire, 
30703,BC,1961-N00482,1961,8,24,0.1,N,Fire, 
30704,BC,1961-N00483,1961,8,24,0.1,N,Fire, 
30705,BC,1961-N00490,1961,8,24,0.1,N,Fire, 
30706,BC,1961-N00497,1961,8,23,0.2,H,Fire, 
30707,BC,1961-N00499,1961,8,24,0.1,N,Fire, 
30708,BC,1961-N00500,1961,8,24,0.1,N,Fire, 
30709,BC,1961-N00501,1961,8,24,0.1,N,Fire, 
30710,BC,1961-N00502,1961,8,25,0.1,N,Fire, 
30711,BC,1961-N00503,1961,8,26,0.1,N,Fire, 
30712,BC,1961-N00504,1961,8,26,0.1,N,Fire, 
30713,BC,1961-N00516,1961,8,24,0.1,H,Fire, 
30714,BC,1961-N00517,1961,8,24,0.1,N,Fire, 
30715,BC,1961-N00518,1961,8,28,0.4,N,Fire, 
30716,BC,1961-N00522,1961,8,29,0.1,N,Fire, 
30717,BC,1961-N00523,1961,8,29,0.1,H,Fire, 
30718,BC,1961-N00524,1961,8,29,0.1,N,Fire, 
30719,BC,1961-N00534,1961,8,29,0.1,N,Fire, 
30720,BC,1961-N00549,1961,8,29,0.1,N,Fire, 
30721,BC,1961-N00551,1961,8,31,0.1,N,Fire, 
30722,BC,1961-N00553,1961,8,24,0.1,N,Fire, 
30723,BC,1961-N00566,1961,9,10,0.1,H,Fire, 
30724,BC,1961-N00567,1961,9,11,0.1,H,Fire, 
30725,BC,1961-N00591,1961,9,23,0.1,H,Fire, 
30726,BC,1960-N00003,1960,4,27,0.1,H,Fire, 
30727,BC,1960-N00020,1960,5,19,0.1,H,Fire, 
30728,BC,1960-N00026,1960,6,9,0.1,H,Fire, 
30729,BC,1960-N00027,1960,5,26,0.2,H,Fire, 
30730,BC,1960-N00029,1960,6,5,0.1,H,Fire, 
30731,BC,1960-N00036,1960,6,19,0.2,N,Fire, 
30732,BC,1960-N00054,1960,7,1,0.1,N,Fire, 
30733,BC,1960-N00055,1960,6,29,0.1,H,Fire, 
30734,BC,1960-N00068,1960,7,3,0.2,H,Fire, 
30735,BC,1960-N00073,1960,6,29,0.1,H,Fire, 
30736,BC,1960-N00074,1960,6,29,0.1,H,Fire, 
30737,BC,1960-N00075,1960,6,29,0.1,H,Fire, 
30738,BC,1960-N00086,1960,7,6,0.1,H,Fire, 
30739,BC,1960-N00088,1960,7,7,0.1,H,Fire, 
30740,BC,1960-N00089,1960,7,7,2,H,Fire, 
30741,BC,1960-N00092,1960,7,8,10.5,H,Fire, 
30742,BC,1960-N00093,1960,7,8,0.1,H,Fire, 
30743,BC,1960-N00121,1960,7,8,0.1,H,Fire, 
30744,BC,1960-N00142,1960,7,16,0.1,H,Fire, 
30745,BC,1960-N00143,1960,7,16,0.1,H,Fire, 
30746,BC,1960-N00144,1960,7,17,0.1,H,Fire, 
30747,BC,1960-N00145,1960,7,17,0.1,H,Fire, 
30748,BC,1960-N00165,1960,7,18,0.1,H,Fire, 
30749,BC,1960-N00166,1960,7,18,0.1,H,Fire, 
30750,BC,1960-N00177,1960,7,19,0.8,H,Fire, 
30751,BC,1960-N00179,1960,7,17,0.1,H,Fire, 
30752,BC,1960-N00180,1960,7,17,0.5,H,Fire, 
30753,BC,1960-N00181,1960,7,17,0.1,H,Fire, 
30754,BC,1960-N00182,1960,7,17,0.1,H,Fire, 
30755,BC,1960-N00183,1960,7,17,0.1,H,Fire, 
30756,BC,1960-N00282,1960,7,28,0.3,H,Fire, 
30757,BC,1960-N00283,1960,7,28,0.1,H,Fire, 
30758,BC,1960-N00291,1960,7,27,0.1,N,Fire, 
30759,BC,1960-N00296,1960,7,27,0.1,N,Fire, 
30760,BC,1960-N00297,1960,7,27,0.1,N,Fire, 
30761,BC,1960-N00310,1960,7,29,0.1,H,Fire, 
30762,BC,1959-N00007,1959,4,12,4.4,H,Fire, 
30763,BC,1959-N00015,1959,4,24,0.1,H,Fire, 
30764,BC,1959-N00018,1959,4,7,0.1,H,Fire, 
30765,BC,1959-N00019,1959,5,1,0.1,H,Fire, 
30766,BC,1959-N00024,1959,5,1,0.1,H,Fire, 
30767,BC,1959-N00037,1959,5,31,0.1,H,Fire, 
30768,BC,1959-N00038,1959,5,31,0.1,H,Fire, 
30769,BC,1959-N00040,1959,6,2,0.1,H,Fire, 
30770,BC,1959-N00045,1959,6,15,0.1,N,Fire, 
30771,BC,1959-N00047,1959,6,13,0.1,N,Fire, 
30772,BC,1960-N00526,1960,8,18,0.2,H,Fire, 
30773,BC,1960-N00534,1960,8,18,0.1,H,Fire, 
30774,BC,1960-N00535,1960,8,18,0.1,H,Fire, 
30775,BC,1960-N00539,1960,8,4,0.8,N,Fire, 
30776,BC,1960-N00548,1960,8,24,0.1,H,Fire, 
30777,BC,1960-N00561,1960,9,6,0.1,H,Fire, 
30778,BC,1960-N00562,1960,8,21,0.1,H,Fire, 
30779,BC,1960-N00567,1960,9,7,0.3,H,Fire, 
30780,BC,1959-N00059,1959,4,19,0.1,H,Fire, 
30781,BC,1959-N00065,1959,7,8,0.1,H,Fire, 
30782,BC,1959-N00066,1959,7,4,0.1,H,Fire, 
30783,BC,1959-N00069,1959,7,12,0.1,H,Fire, 
30784,BC,1959-N00078,1959,7,15,0.1,H,Fire, 
30785,BC,1959-N00079,1959,7,18,0.1,H,Fire, 
30786,BC,1959-N00083,1959,7,20,0.1,N,Fire, 
30787,BC,1959-N00084,1959,7,20,0.1,N,Fire, 
30788,BC,1959-N00086,1959,7,20,0.4,N,Fire, 
30789,BC,1959-N00087,1959,7,22,0.1,H,Fire, 
30790,BC,1959-N00089,1959,7,19,0.1,H,Fire, 
30791,BC,1959-N00090,1959,7,20,0.1,H,Fire, 
30792,BC,1959-N00091,1959,7,20,0.1,H,Fire, 
30793,BC,1959-N00092,1959,7,20,0.1,H,Fire, 
30794,BC,1959-N00093,1959,7,20,1.6,N,Fire, 
30795,BC,1959-N00105,1959,7,23,0.1,H,Fire, 
30796,BC,1959-N00123,1959,7,22,0.1,H,Fire, 
30797,BC,1959-N00130,1959,7,25,0.2,N,Fire, 
30798,BC,1959-N00131,1959,7,24,0.1,H,Fire, 
30799,BC,1959-N00132,1959,7,26,0.1,H,Fire, 
30800,BC,1959-N00147,1959,7,27,0.1,N,Fire, 
30801,BC,1959-N00159,1959,7,29,0.3,N,Fire, 
30802,BC,1959-N00160,1959,7,29,0.1,H,Fire, 
30803,BC,1959-N00161,1959,7,31,0.1,H,Fire, 
30804,BC,1959-N00162,1959,8,2,0.1,H,Fire, 
30805,BC,1959-N00163,1959,8,2,0.1,H,Fire, 
30806,BC,1959-N00164,1959,8,2,0.1,H,Fire, 
30807,BC,1959-N00165,1959,8,2,0.1,H,Fire, 
30808,BC,1959-N00166,1959,8,2,11.3,H,Fire, 
30809,BC,1959-N00167,1959,8,3,0.1,H,Fire, 
30810,BC,1959-N00171,1959,7,28,0.1,H,Fire, 
30811,BC,1959-N00176,1959,8,2,0.1,H,Fire, 
30812,BC,1960-N00357,1960,7,31,0.1,N,Fire, 
30813,BC,1960-N00384,1960,7,31,0.1,N,Fire, 
30814,BC,1960-N00389,1960,8,1,0.1,N,Fire, 
30815,BC,1960-N00390,1960,8,2,0.1,N,Fire, 
30816,BC,1960-N00391,1960,8,2,0.1,N,Fire, 
30817,BC,1959-N00182,1959,8,2,0.1,H,Fire, 
30818,BC,1959-N00183,1959,8,2,0.1,H,Fire, 
30819,BC,1959-N00188,1959,8,3,0.1,H,Fire, 
30820,BC,1959-N00189,1959,8,3,0.1,H,Fire, 
30821,BC,1959-N00197,1959,8,8,0.1,H,Fire, 
30822,BC,1959-N00198,1959,8,9,0.2,H,Fire, 
30823,BC,1959-N00199,1959,8,9,0.2,H,Fire, 
30824,BC,1959-N00200,1959,8,6,0.2,H,Fire, 
30825,BC,1959-N00201,1959,8,9,0.1,H,Fire, 
30826,BC,1959-N00203,1959,8,4,0.1,H,Fire, 
30827,BC,1959-N00205,1959,8,10,0.1,H,Fire, 
30828,BC,1959-N00206,1959,8,10,0.1,H,Fire, 
30829,BC,1959-N00207,1959,8,10,0.1,H,Fire, 
30830,BC,1959-N00211,1959,8,10,0.1,H,Fire, 
30831,BC,1959-N00212,1959,8,6,0.4,H,Fire, 
30832,BC,1959-N00224,1959,8,9,1,H,Fire, 
30833,BC,1959-N00228,1959,8,7,0.1,H,Fire, 
30834,BC,1959-N00237,1959,8,9,0.1,H,Fire, 
30835,BC,1959-N00238,1959,8,9,0.1,H,Fire, 
30836,BC,1959-N00241,1959,8,9,0.1,H,Fire, 
30837,BC,1959-N00242,1959,8,9,0.1,H,Fire, 
30838,BC,1959-N00243,1959,8,9,0.1,H,Fire, 
30839,BC,1959-N00244,1959,8,9,3.2,H,Fire, 
30840,BC,1959-N00245,1959,8,9,24.2,H,Fire, 
30841,BC,1959-N00246,1959,8,9,0.6,H,Fire, 
30842,BC,1959-N00247,1959,8,9,4,H,Fire, 
30843,BC,1959-N00248,1959,8,13,0.1,H,Fire, 
30844,BC,1959-N00254,1959,8,19,0.1,H,Fire, 
30845,BC,1959-N00257,1959,8,16,0.1,H,Fire, 
30846,BC,1961-N00041,1961,6,4,0.1,N,Fire, 
30847,BC,1961-N00053,1961,6,5,0.1,N,Fire, 
30848,BC,1961-N00102,1961,6,22,0.1,H,Fire, 
30849,BC,1961-N00114,1961,6,29,0.1,N,Fire, 
30850,BC,1961-N00146,1961,7,6,0.1,N,Fire, 
30851,BC,1961-N00147,1961,7,6,0.1,N,Fire, 
30852,BC,1961-N00300,1961,7,17,0.1,N,Fire, 
30853,BC,1961-N00338,1961,7,23,0.1,N,Fire, 
30854,BC,1961-N00396,1961,7,29,0.5,N,Fire, 
30855,BC,1961-N00451,1961,8,16,0.1,N,Fire, 
30856,BC,1961-N00495,1961,8,24,0.1,N,Fire, 
30857,BC,1961-N00526,1961,8,25,0.1,H,Fire, 
30858,BC,1961-N00530,1961,8,24,0.2,N,Fire, 
30859,BC,1960-N00028,1960,3,1,0.1,H,Fire, 
30860,BC,1960-N00033,1960,6,9,0.1,H,Fire, 
30861,BC,1960-N00167,1960,7,15,2.4,N,Fire, 
30862,BC,1959-N00021,1959,5,1,9.3,H,Fire, 
30863,BC,1960-N00577,1960,7,14,0.1,H,Fire, 
30864,BC,1959-N00070,1959,7,15,0.1,H,Fire, 
30865,BC,1959-N00120,1959,7,20,82.9,H,Fire, 
30866,BC,1959-N00135,1959,7,24,0.1,H,Fire, 
30867,BC,1959-N00155,1959,7,27,0.1,N,Fire, 
30868,BC,1959-N00187,1959,7,30,0.1,H,Fire, 
30869,BC,1959-N00239,1959,7,1,0.1,H,Fire, 
30870,BC,1962-V00002,1962,4,20,1,H,Fire, 
30871,BC,1961-V01730,1961,8,15,0.1,N,Fire, 
30872,BC,1961-K00121,1961,5,30,0.1,N,Fire, 
30873,BC,1962-V02448,1962,7,26,0.1,N,Fire, 
30874,BC,1961-K00374,1961,6,29,0.1,N,Fire, 
30875,BC,1961-K00405,1961,7,5,0.1,N,Fire, 
30876,BC,1961-K00483,1961,7,14,0.1,N,Fire, 
30877,BC,1961-K00485,1961,7,16,0.1,N,Fire, 
30878,BC,1961-K00486,1961,7,16,0.1,N,Fire, 
30879,BC,1961-K00487,1961,7,16,0.1,N,Fire, 
30880,BC,1961-K00488,1961,7,16,0.1,N,Fire, 
30881,BC,1961-K00517,1961,7,16,0.1,N,Fire, 
30882,BC,1961-K00519,1961,7,16,0.1,N,Fire, 
30883,BC,1961-K00529,1961,7,17,0.1,N,Fire, 
30884,BC,1961-K00530,1961,7,17,0.8,H,Fire, 
30885,BC,1961-K00546,1961,7,21,0.1,H,Fire, 
30886,BC,1961-K00589,1961,7,13,157.8,H,Fire, 
30887,BC,1961-K00755,1961,8,7,0.1,H,Fire, 
30888,BC,1961-K00862,1961,8,15,0.1,N,Fire, 
30889,BC,1961-K00865,1961,8,15,0.1,N,Fire, 
30890,BC,1961-K00866,1961,8,15,0.1,N,Fire, 
30891,BC,1961-K00872,1961,8,15,0.1,N,Fire, 
30892,BC,1961-K00901,1961,8,22,43.7,N,Fire, 
30893,BC,1961-K00945,1961,8,24,0.1,N,Fire, 
30894,BC,1961-K00946,1961,8,24,0.1,N,Fire, 
30895,BC,1961-K00947,1961,8,24,0.1,N,Fire, 
30896,BC,1961-V00812,1961,6,23,12.1,H,Fire, 
30897,BC,1959-K00296,1959,5,29,0.1,H,Fire, 
30898,BC,1959-K00334,1959,6,15,0.1,H,Fire, 
30899,BC,1960-K00178,1960,7,2,0.1,H,Fire, 
30900,BC,1959-K00402,1959,7,9,4,H,Fire, 
30901,BC,1960-K00217,1960,7,10,24.2,H,Fire, 
30902,BC,1960-K00221,1960,7,6,0.1,H,Fire, 
30903,BC,1959-K00499,1959,7,28,0.8,H,Fire, 
30904,BC,1959-K00561,1959,7,31,0.4,H,Fire, 
30905,BC,1959-K00563,1959,8,1,0.1,H,Fire, 
30906,BC,1960-V01294,1960,8,6,0.1,H,Fire, 
30907,BC,1959-K00618,1959,8,1,0.1,H,Fire, 
30908,BC,1959-K00624,1959,8,20,0.8,H,Fire, 
30909,BC,1960-K00469,1960,7,14,0.1,H,Fire, 
30910,BC,1960-K00470,1960,7,14,0.1,H,Fire, 
30911,BC,1961-V00147,1961,6,12,0.1,H,Fire, 
30912,BC,1962-V00009,1962,3,31,5.8,H,Fire, 
30913,BC,1961-V01657,1961,8,13,0.1,H,Fire, 
30914,BC,1961-V01659,1961,8,10,0.1,H,Fire, 
30915,BC,1961-V01703,1961,8,14,0.6,H,Fire, 
30916,BC,1961-V01704,1961,6,7,0.2,H,Fire, 
30917,BC,1961-V01705,1961,8,13,0.3,H,Fire, 
30918,BC,1961-V01734,1961,8,12,0.8,H,Fire, 
30919,BC,1961-V01735,1961,8,15,0.1,H,Fire, 
30920,BC,1961-V01737,1961,8,19,0.1,H,Fire, 
30921,BC,1961-V01746,1961,8,23,0.1,N,Fire, 
30922,BC,1961-V01747,1961,8,23,0.6,H,Fire, 
30923,BC,1961-V01748,1961,8,23,0.1,H,Fire, 
30924,BC,1961-V01814,1961,8,29,0.1,H,Fire, 
30925,BC,1961-V01815,1961,8,27,0.1,H,Fire, 
30926,BC,1961-V01816,1961,8,26,0.1,H,Fire, 
30927,BC,1961-V01819,1961,8,28,0.1,H,Fire, 
30928,BC,1961-V01826,1961,8,29,0.3,H,Fire, 
30929,BC,1961-V01827,1961,8,29,0.1,H,Fire, 
30930,BC,1961-V01939,1961,9,12,0.1,H,Fire, 
30931,BC,1962-V02459,1962,7,31,0.1,H,Fire, 
30932,BC,1962-V02461,1962,7,31,0.1,H,Fire, 
30933,BC,1962-V02462,1962,7,31,0.2,H,Fire, 
30934,BC,1962-V02522,1962,8,26,0.1,N,Fire, 
30935,BC,1962-V02539,1962,9,5,0.1,H,Fire, 
30936,BC,1962-V00093,1962,6,25,0.1,N,Fire, 
30937,BC,1962-V00094,1962,6,25,0.1,N,Fire, 
30938,BC,1962-V00106,1962,6,25,0.2,H,Fire, 
30939,BC,1961-V00537,1961,6,25,0.1,H,Fire, 
30940,BC,1961-V00538,1961,6,24,0.1,H,Fire, 
30941,BC,1961-V00542,1961,6,1,0.1,H,Fire, 
30942,BC,1961-V00557,1961,7,2,0.1,H,Fire, 
30943,BC,1960-V00270,1960,7,9,0.1,H,Fire, 
30944,BC,1960-V00271,1960,7,9,0.4,H,Fire, 
30945,BC,1960-V00275,1960,7,12,0.2,H,Fire, 
30946,BC,1960-V00610,1960,7,21,0.4,H,Fire, 
30947,BC,1960-V00615,1960,7,20,4,H,Fire, 
30948,BC,1960-V00618,1960,7,21,0.1,H,Fire, 
30949,BC,1960-V00619,1960,7,15,0.1,H,Fire, 
30950,BC,1960-V00777,1960,7,27,0.1,H,Fire, 
30951,BC,1960-V00778,1960,7,24,0.3,H,Fire, 
30952,BC,1960-V00780,1960,7,27,0.1,H,Fire, 
30953,BC,1960-V00781,1960,7,23,0.1,H,Fire, 
30954,BC,1960-V00782,1960,7,24,0.3,H,Fire, 
30955,BC,1960-V00783,1960,7,25,0.3,H,Fire, 
30956,BC,1960-V01057,1960,7,29,0.1,H,Fire, 
30957,BC,1960-V01059,1960,7,29,0.1,H,Fire, 
30958,BC,1960-V01060,1960,7,31,0.6,H,Fire, 
30959,BC,1960-V01068,1960,7,31,0.1,H,Fire, 
30960,BC,1960-V01069,1960,7,28,0.4,H,Fire, 
30961,BC,1960-V01087,1960,8,2,0.1,H,Fire, 
30962,BC,1960-V01091,1960,8,5,0.1,H,Fire, 
30963,BC,1960-V01292,1960,8,8,0.1,H,Fire, 
30964,BC,1960-V01293,1960,8,8,0.1,H,Fire, 
30965,BC,1960-V01295,1960,8,7,0.1,H,Fire, 
30966,BC,1960-V01297,1960,8,6,0.2,H,Fire, 
30967,BC,1960-V01298,1960,8,7,0.1,H,Fire, 
30968,BC,1960-V01304,1960,8,10,0.1,H,Fire, 
30969,BC,1960-V01320,1960,8,10,0.1,H,Fire, 
30970,BC,1960-V01324,1960,8,2,0.4,H,Fire, 
30971,BC,1960-V01325,1960,8,9,0.1,H,Fire, 
30972,BC,1960-V01340,1960,8,9,0.1,H,Fire, 
30973,BC,1960-V01341,1960,8,7,0.1,H,Fire, 
30974,BC,1960-V01564,1960,9,11,0.8,H,Fire, 
30975,BC,1960-V01708,1960,9,29,12.9,H,Fire, 
30976,BC,1961-V00112,1961,6,11,0.1,H,Fire, 
30977,BC,1961-V00114,1961,6,8,0.1,H,Fire, 
30978,BC,1961-V00130,1961,6,18,0.4,H,Fire, 
30979,BC,1961-V00149,1961,6,21,0.1,H,Fire, 
30980,BC,1961-N00275,1961,6,16,0.1,N,Fire, 
30981,BC,1959-N00102,1959,7,19,0.1,H,Fire, 
30982,BC,1961-C00409,1961,7,14,0.1,N,Fire, 
30983,BC,1961-K00199,1961,6,17,0.2,N,Fire, 
30984,BC,1961-K00200,1961,6,17,0.1,N,Fire, 
30985,BC,1961-K00201,1961,6,17,0.1,N,Fire, 
30986,BC,1961-K00202,1961,6,17,0.1,N,Fire, 
30987,BC,1961-K00262,1961,6,17,0.1,N,Fire, 
30988,BC,1961-K00263,1961,6,17,1.2,N,Fire, 
30989,BC,1962-K00015,1962,4,16,1.6,H,Fire, 
30990,BC,1961-K00330,1961,6,26,8,H,Fire, 
30991,BC,1961-K00386,1961,7,5,0.1,N,Fire, 
30992,BC,1961-K00387,1961,7,5,0.1,N,Fire, 
30993,BC,1961-K00480,1961,7,14,0.1,N,Fire, 
30994,BC,1961-K00481,1961,7,14,0.1,N,Fire, 
30995,BC,1961-K00484,1961,7,14,0.1,N,Fire, 
30996,BC,1961-K00489,1961,7,14,12.1,N,Fire, 
30997,BC,1962-K00104,1962,6,17,0.2,H,Fire, 
30998,BC,1962-K00105,1962,6,17,0.1,H,Fire, 
30999,BC,1961-K00539,1961,7,21,0.1,N,Fire, 
31000,BC,1961-K00547,1961,7,20,0.1,H,Fire, 
31001,BC,1961-K00548,1961,7,16,0.8,N,Fire, 
31002,BC,1961-K00549,1961,7,20,0.4,H,Fire, 
31003,BC,1961-K00600,1961,7,23,0.1,N,Fire, 
31004,BC,1961-K00601,1961,7,23,0.1,N,Fire, 
31005,BC,1961-K00663,1961,8,1,0.1,H,Fire, 
31006,BC,1961-K00782,1961,8,6,0.4,H,Fire, 
31007,BC,1961-K00783,1961,8,8,2,H,Fire, 
31008,BC,1960-K01156,1960,10,23,0.1,H,Fire, 
31009,BC,1959-K00283,1959,5,22,0.1,N,Fire, 
31010,BC,1959-K00314,1959,6,7,1.2,H,Fire, 
31011,BC,1959-K00375,1959,7,4,0.4,H,Fire, 
31012,BC,1959-K00376,1959,7,5,0.1,N,Fire, 
31013,BC,1959-K00447,1959,7,19,1.2,H,Fire, 
31014,BC,1960-K00223,1960,7,3,18.2,H,Fire, 
31015,BC,1960-K00224,1960,7,4,2,H,Fire, 
31016,BC,1960-K00227,1960,7,5,2.4,H,Fire, 
31017,BC,1959-K00463,1959,7,18,0.1,H,Fire, 
31018,BC,1959-K00468,1959,7,21,0.1,H,Fire, 
31019,BC,1959-K00555,1959,7,30,0.1,H,Fire, 
31020,BC,1959-K00581,1959,8,7,0.1,H,Fire, 
31021,BC,1959-K00582,1959,8,6,2,H,Fire, 
31022,BC,1959-K00595,1959,8,8,0.1,H,Fire, 
31023,BC,1959-K00617,1959,8,23,0.1,H,Fire, 
31024,BC,1959-K00622,1959,8,25,10.1,H,Fire, 
31025,BC,1959-K00649,1959,9,16,0.1,N,Fire, 
31026,BC,1959-N00013,1959,4,17,0.2,H,Fire, 
31027,BC,1960-K00610,1960,7,18,64.7,H,Fire, 
31028,BC,1962-V00007,1962,3,1,0.1,H,Fire, 
31029,BC,1960-V01568,1960,9,10,42.8,H,Fire, 
31030,BC,1961-N00078,1961,6,17,0.1,N,Fire, 
31031,BC,1961-N00079,1961,6,17,0.1,N,Fire, 
31032,BC,1961-N00080,1961,6,17,0.1,N,Fire, 
31033,BC,1961-N00135,1961,7,2,0.1,H,Fire, 
31034,BC,1961-N00143,1961,7,5,0.1,N,Fire, 
31035,BC,1961-N00144,1961,7,4,0.1,H,Fire, 
31036,BC,1961-N00145,1961,7,5,0.1,N,Fire, 
31037,BC,1961-N00182,1961,7,12,0.1,H,Fire, 
31038,BC,1961-N00243,1961,7,17,0.1,N,Fire, 
31039,BC,1961-N00247,1961,7,14,0.1,N,Fire, 
31040,BC,1961-N00285,1961,7,19,0.1,H,Fire, 
31041,BC,1961-N00324,1961,7,21,0.1,N,Fire, 
31042,BC,1961-N00333,1961,7,23,0.1,N,Fire, 
31043,BC,1961-N00334,1961,7,23,0.1,N,Fire, 
31044,BC,1961-N00393,1961,8,1,0.1,H,Fire, 
31045,BC,1961-N00404,1961,8,7,0.1,H,Fire, 
31046,BC,1961-N00421,1961,8,8,0.1,H,Fire, 
31047,BC,1961-N00443,1961,8,4,97.1,H,Fire, 
31048,BC,1961-K00550,1961,7,20,0.1,H,Fire, 
31049,BC,1961-N00557,1961,9,4,3.2,H,Fire, 
