FID,SRC_AGENCY,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,SIZE_HA,CAUSE,FIRE_TYPE,RESPONSE
157232,BC,49.5003999999999,-117.982,2018,6,25,2018-06-25,0.202,N,Fire, 
157233,BC,49.5215999999999,-118.0667,2018,6,22,2018-06-22,0.9,N,Fire, 
157234,BC,49.1049,-117.913799999999,2018,8,11,2018-08-11,0.25,N,Fire, 
157235,BC,49.3774,-117.8816,2018,8,11,2018-08-11,3193.0,N,Fire, 
157236,BC,49.7137999999999,-118.1908,2018,8,11,2018-08-11,3.0,N,Fire, 
157237,BC,49.707,-118.1559,2018,8,11,2018-08-11,1195.0,N,Fire, 
157238,BC,49.0047,-118.055499999999,2018,8,12,2018-08-12,377.0,N,Fire, 
157239,BC,49.0118,-118.026,2018,8,11,2018-08-11,0.009,N,Fire, 
157240,BC,50.0983,-118.0116,2018,8,11,2018-08-11,15.0,N,Fire, 
157241,BC,49.5583,-118.2178,2018,8,11,2018-08-11,548.0,N,Fire, 
157242,BC,49.2462999999999,-117.7603,2018,7,28,2018-07-28,20.0,N,Fire, 
157243,BC,50.0737,-118.0293,2018,8,11,2018-08-11,1.0,N,Fire, 
157244,BC,49.0527999999999,-117.842699999999,2018,9,7,2018-09-07,0.5,N,Fire, 
157245,BC,49.5801999999999,-118.1917,2018,8,11,2018-08-11,11.0,N,Fire, 
157246,BC,49.1739,-118.0417,2018,9,6,2018-09-06,0.24,N,Fire, 
157247,BC,49.3776999999999,-118.0155,2018,9,9,2018-09-09,0.009,N,Fire, 
157248,BC,49.1066,-117.6998,2018,9,11,2018-09-11,0.99,H,Fire, 
157249,BC,49.0739,-117.8247,2018,7,24,2018-07-24,0.009,H,Fire, 
157250,BC,49.0097999999999,-117.9849,2018,7,26,2018-07-26,53.25,N,Fire, 
157251,BC,49.1963,-117.5209,2018,7,28,2018-07-28,0.009,N,Fire, 
157252,BC,49.1841999999999,-117.5294,2018,7,28,2018-07-28,0.12,N,Fire, 
157253,BC,49.0901,-117.655,2018,7,29,2018-07-29,0.9,H,Fire, 
157254,BC,49.1518999999999,-117.8986,2018,8,11,2018-08-11,0.01,N,Fire, 
157255,BC,49.2158999999999,-118.0287,2018,8,11,2018-08-11,0.009,N,Fire, 
157256,BC,49.3215,-117.9204,2018,8,11,2018-08-11,18.6999999999999,N,Fire, 
157257,BC,49.0270999999999,-117.9593,2018,8,11,2018-08-11,16.3,N,Fire, 
157258,BC,49.4896999999999,-118.0644,2018,8,11,2018-08-11,3849.0,N,Fire, 
157259,BC,49.4042,-118.0955,2018,8,11,2018-08-11,2227.0,N,Fire, 
157260,BC,49.084,-118.0173,2018,8,11,2018-08-11,12.0,N,Fire, 
157261,BC,49.0249999999999,-118.0333,2018,8,11,2018-08-11,2.2,N,Fire, 
157262,BC,49.0168,-118.0243,2018,8,11,2018-08-11,0.2,N,Fire, 
157263,BC,49.7717,-118.1637,2018,9,12,2018-09-12,0.009,N,Fire, 
157264,BC,49.7755,-118.0946,2018,9,13,2018-09-13,0.009,N,Fire, 
157265,BC,49.0512999999999,-117.488699999999,2018,9,8,2018-09-08,0.02,N,Fire, 
157266,BC,49.0519,-117.740799999999,2018,10,15,2018-10-15,0.05,H,Fire, 
157267,BC,49.2216,-117.7538,2018,10,16,2018-10-16,0.005,H,Fire, 
157268,BC,49.2289999999999,-118.1513,2018,6,22,2018-06-22,0.009,N,Fire, 
157269,BC,49.7561,-118.625,2017,10,25,2017-10-25,0.25,H,Fire, 
157270,BC,49.0093999999999,-118.0975,2018,7,28,2018-07-28,0.2,N,Fire, 
157271,BC,49.8699999999999,-118.611999999999,2018,8,2,2018-08-02,0.009,N,Fire, 
157272,BC,49.8864999999999,-118.5673,2018,8,2,2018-08-02,0.009,N,Fire, 
157273,BC,49.2477,-118.4092,2018,8,11,2018-08-11,122.0,N,Fire, 
157274,BC,49.1550999999999,-118.281499999999,2018,8,15,2018-08-15,0.009,H,Fire, 
157275,BC,49.4543,-118.358999999999,2018,8,11,2018-08-11,415.0,N,Fire, 
157276,BC,49.4799999999999,-116.5108,2018,7,28,2018-07-28,9284.0,N,Fire, 
157277,BC,49.4585,-117.5419,2018,6,4,2018-06-04,0.009,N,Fire, 
157278,BC,49.2852,-117.1857,2018,7,22,2018-07-22,0.06,H,Fire, 
157279,BC,49.3920999999999,-116.4167,2018,7,27,2018-07-27,0.1,N,Fire, 
157280,BC,49.1985999999999,-116.885499999999,2018,7,28,2018-07-28,0.05,N,Fire, 
157281,BC,49.1312,-116.8605,2018,7,28,2018-07-28,6798.0,N,Fire, 
157282,BC,49.125,-116.93,2018,7,27,2018-07-27,11.0,N,Fire, 
157283,BC,49.0735,-116.8371,2018,7,27,2018-07-27,0.35,N,Fire, 
157284,BC,49.6565999999999,-116.9454,2018,8,21,2018-08-21,0.2,H,Fire, 
157285,BC,49.142,-117.202699999999,2018,8,24,2018-08-24,1.17,H,Fire, 
157286,BC,49.1496,-117.1416,2018,7,25,2018-07-25,55.0,N,Fire, 
157287,BC,49.2674,-117.06,2018,7,28,2018-07-28,0.009,N,Fire, 
157288,BC,49.1199999999999,-117.1314,2018,7,29,2018-07-29,703.0,N,Fire, 
157289,BC,49.0831999999999,-117.1224,2018,7,28,2018-07-28,0.009,N,Fire, 
157290,BC,49.3678999999999,-117.2536,2018,10,11,2018-10-11,0.5,H,Fire, 
157291,BC,49.2426,-117.2758,2018,10,22,2018-10-22,0.6,H,Fire, 
157292,BC,49.4643999999999,-115.803,2018,5,21,2018-05-21,0.009,H,Fire, 
157293,BC,49.4249999999999,-116.1253,2018,7,26,2018-07-26,0.4,N,Fire, 
157294,BC,49.4686999999999,-115.7569,2018,8,4,2018-08-04,0.2,H,Fire, 
157295,BC,49.0514,-115.5078,2018,8,11,2018-08-11,0.6,N,Fire, 
157296,BC,49.0792,-115.4811,2018,8,11,2018-08-11,2.0,N,Fire, 
157297,BC,49.0722999999999,-115.4571,2018,8,11,2018-08-11,2392.0,N,Fire, 
157298,BC,49.002,-115.8951,2018,7,28,2018-07-28,1181.0,N,Fire, 
157299,BC,49.1458999999999,-120.4492,2018,8,11,2018-08-11,0.6,N,Fire, 
157300,BC,49.1616,-120.4438,2018,8,13,2018-08-13,0.1,N,Fire, 
157301,BC,49.1828999999999,-120.3105,2018,8,15,2018-08-15,13626.0,N,Fire, 
157302,BC,49.1676,-121.162499999999,2018,8,4,2018-08-04,0.009,N,Fire, 
157303,BC,49.1430999999999,-121.186,2018,8,4,2018-08-04,5949.0,N,Fire, 
157304,BC,49.0741999999999,-120.802499999999,2018,8,5,2018-08-05,0.04,H,Fire, 
157305,BC,49.1101,-120.6562,2018,8,14,2018-08-14,0.009,H,Fire, 
157306,BC,49.2289999999999,-121.0556,2018,9,2,2018-09-02,0.0,H,Fire, 
157307,BC,49.0694999999999,-119.7269,2018,4,20,2018-04-20,10.0,H,Fire, 
157308,BC,49.3352,-120.0257,2018,5,6,2018-05-06,0.009,H,Fire, 
157309,BC,49.2045999999999,-119.7413,2018,6,21,2018-06-21,1.9,N,Fire, 
157310,BC,49.2357,-119.6451,2018,6,24,2018-06-24,0.009,N,Fire, 
157311,BC,49.0129999999999,-119.6731,2018,7,6,2018-07-06,1.0,U,Fire, 
157312,BC,49.0846,-119.8695,2018,7,17,2018-07-17,19226.0,N,Fire, 
157313,BC,49.2839,-119.8424,2018,7,17,2018-07-17,0.009,N,Fire, 
157314,BC,49.1685999999999,-119.9478,2018,7,17,2018-07-17,0.6,N,Fire, 
157315,BC,49.2242999999999,-120.0122,2018,7,18,2018-07-18,3.0,N,Fire, 
157316,BC,49.1287,-120.0133,2018,7,19,2018-07-19,2.0,N,Fire, 
157317,BC,49.1546999999999,-119.968,2018,7,20,2018-07-20,0.009,N,Fire, 
157318,BC,49.1527999999999,-119.9477,2018,7,17,2018-07-17,0.5,N,Fire, 
157319,BC,49.1169999999999,-119.7287,2018,8,12,2018-08-12,2.0,H,Fire, 
157320,BC,49.1137999999999,-119.7285,2018,8,4,2018-08-04,0.3,H,Fire, 
157321,BC,49.1330999999999,-114.360699999999,2018,7,27,2018-07-27,2007.0,N,Fire, 
157322,BC,49.0739,-119.4679,2018,4,1,2018-04-01,0.7,H,Fire, 
157323,BC,49.0737999999999,-119.4735,2018,4,13,2018-04-13,0.4,H,Fire, 
157324,BC,49.0702,-119.471999999999,2018,4,20,2018-04-20,0.3,H,Fire, 
157325,BC,49.1869999999999,-119.4421,2018,5,28,2018-05-28,5.1,H,Fire, 
157326,BC,49.1884999999999,-119.5158,2018,6,6,2018-06-06,10.6,H,Fire, 
157327,BC,49.2359999999999,-119.5784,2018,6,26,2018-06-26,0.009,H,Fire, 
157328,BC,49.134,-119.5625,2018,7,16,2018-07-16,3.9,U,Fire, 
157329,BC,49.1672999999999,-119.4442,2018,7,19,2018-07-19,0.009,H,Fire, 
157330,BC,49.1773,-119.4361,2018,7,19,2018-07-19,0.32,H,Fire, 
157331,BC,49.1803999999999,-119.4397,2018,7,19,2018-07-19,0.72,H,Fire, 
157332,BC,49.1708,-119.4383,2018,7,19,2018-07-19,0.009,H,Fire, 
157333,BC,49.1854,-119.4404,2018,7,19,2018-07-19,0.009,H,Fire, 
157334,BC,49.3232,-119.569,2018,7,31,2018-07-31,0.009,H,Fire, 
157335,BC,49.1841999999999,-119.5712,2018,8,4,2018-08-04,3.5,H,Fire, 
157336,BC,49.0264999999999,-119.5031,2018,8,11,2018-08-11,0.009,N,Fire, 
157337,BC,49.0366,-119.153,2018,4,26,2018-04-26,0.3,H,Fire, 
157338,BC,49.0167,-119.055899999999,2018,5,1,2018-05-01,0.1,H,Fire, 
157339,BC,49.0529,-118.4758,2018,7,19,2018-07-19,0.1,H,Fire, 
157340,BC,55.636,-122.1112,2018,5,26,2018-05-26,0.125,H,Fire, 
157341,BC,55.0482,-121.574299999999,2018,6,20,2018-06-20,45.0,N,Fire, 
157342,BC,55.4744,-122.0223,2018,6,20,2018-06-20,0.1,N,Fire, 
157343,BC,55.4804,-121.972399999999,2018,6,20,2018-06-20,0.009,N,Fire, 
157344,BC,55.3288999999999,-121.6075,2018,6,21,2018-06-21,1.7,N,Fire, 
157345,BC,55.3181999999999,-121.6191,2018,6,21,2018-06-21,0.009,N,Fire, 
157346,BC,55.3303,-121.6484,2018,6,21,2018-06-21,0.009,N,Fire, 
157347,BC,55.4328999999999,-121.575999999999,2018,6,21,2018-06-21,0.009,N,Fire, 
157348,BC,55.4264999999999,-121.5857,2018,6,21,2018-06-21,0.009,N,Fire, 
157349,BC,55.3288,-121.4755,2018,6,22,2018-06-22,0.4,N,Fire, 
157350,BC,55.0533,-121.555899999999,2018,6,21,2018-06-21,0.009,N,Fire, 
157351,BC,55.4891999999999,-122.7823,2018,5,11,2018-05-11,40.0,H,Fire, 
157352,BC,54.39,-125.3088,2018,6,20,2018-06-20,0.016,N,Fire, 
157353,BC,54.4345,-125.2157,2018,6,20,2018-06-20,4.0,N,Fire, 
157354,BC,53.1563,-122.3293,2017,7,7,2017-07-07,0.015,N,Fire, 
157355,BC,52.5702,-122.5754,2017,7,16,2017-07-16,0.05,N,Fire, 
157356,BC,52.984,-122.305499999999,2017,7,16,2017-07-16,0.009,N,Fire, 
157357,BC,52.9981,-122.4704,2017,7,27,2017-07-27,0.009,H,Fire, 
157358,BC,52.9951,-122.4644,2017,8,2,2017-08-02,0.2,H,Fire, 
157359,BC,53.0037999999999,-122.5065,2017,8,4,2017-08-04,0.9,H,Fire, 
157360,BC,53.0964,-122.367,2017,8,5,2017-08-05,0.009,H,Fire, 
157361,BC,52.9900999999999,-122.235699999999,2017,8,13,2017-08-13,0.06,N,Fire, 
157362,BC,52.6167,-122.4574,2017,4,24,2017-04-24,0.009,H,Fire, 
157363,BC,52.5627,-122.5016,2017,5,7,2017-05-07,1.1,H,Fire, 
157364,BC,52.5078,-122.4561,2017,5,20,2017-05-20,0.6,H,Fire, 
157365,BC,53.0266,-122.3099,2017,5,30,2017-05-30,0.009,H,Fire, 
157366,BC,52.7135,-126.2235,2018,7,31,2018-07-31,44816.8,N,Fire, 
157367,BC,54.1944999999999,-125.5561,2018,4,27,2018-04-27,0.3,H,Fire, 
157368,BC,54.1090999999999,-125.175,2018,5,1,2018-05-01,0.3,H,Fire, 
157369,BC,53.7905,-125.9943,2018,5,27,2018-05-27,0.1,H,Fire, 
157370,BC,54.2622,-125.8,2018,6,14,2018-06-14,0.009,H,Fire, 
157371,BC,54.2424,-126.2667,2018,6,20,2018-06-20,94.0,N,Fire, 
157372,BC,53.8534,-125.8716,2018,6,20,2018-06-20,0.16,N,Fire, 
157373,BC,53.6935,-125.4105,2018,6,20,2018-06-20,73.0,N,Fire, 
157374,BC,52.8168,-126.4978,2018,7,5,2018-07-05,0.009,N,Fire, 
157375,BC,52.8365,-126.1324,2018,7,22,2018-07-22,0.2,N,Fire, 
157376,BC,52.9253,-126.4012,2018,7,31,2018-07-31,79394.0,N,Fire, 
157377,BC,52.0555,-118.4564,2018,8,11,2018-08-11,153.0,N,Fire, 
157378,BC,51.2644999999999,-117.7971,2018,8,11,2018-08-11,22.0,N,Fire, 
157379,BC,51.7535,-118.5903,2018,8,2,2018-08-02,1.3,N,Fire, 
157380,BC,51.7545,-118.721,2018,8,2,2018-08-02,4.75,N,Fire, 
157381,BC,51.0056,-117.2192,2018,7,31,2018-07-31,0.009,N,Fire, 
157382,BC,50.9399,-117.2226,2018,7,31,2018-07-31,0.009,N,Fire, 
157383,BC,50.8061,-117.1679,2018,8,2,2018-08-02,0.1,N,Fire, 
157384,BC,50.5576,-117.0427,2017,7,20,2017-07-20,0.25,N,Fire, 
157385,BC,50.621,-117.0749,2017,7,27,2017-07-27,2.3,N,Fire, 
157386,BC,50.6908,-117.1031,2017,9,8,2017-09-08,0.7,N,Fire, 
157387,BC,52.6467,-123.352099999999,2017,7,7,2017-07-07,0.0,N,Fire, 
157388,BC,53.0867,-124.1861,2017,7,17,2017-07-17,1.7,N,Fire, 
157389,BC,53.1368999999999,-123.418499999999,2017,7,29,2017-07-29,0.3,N,Fire, 
157390,BC,53.1584999999999,-123.4997,2017,7,29,2017-07-29,0.5,N,Fire, 
157391,BC,53.2883,-123.0481,2017,7,26,2017-07-26,0.25,N,Fire, 
157392,BC,52.8872,-123.58,2017,7,7,2017-07-07,0.0,N,Fire, 
157393,BC,52.991,-122.7893,2017,8,18,2017-08-18,0.009,N,Fire, 
157394,BC,52.5122,-122.7356,2017,9,9,2017-09-09,0.1,N,Fire, 
157395,BC,53.1679,-123.0337,2017,5,31,2017-05-31,132.199999999999,N,Fire, 
157396,BC,53.3220999999999,-124.017799999999,2017,6,11,2017-06-11,0.45,N,Fire, 
157397,BC,52.7573999999999,-121.6153,2017,7,7,2017-07-07,36.7999999999999,N,Fire, 
157398,BC,52.7526999999999,-124.6964,2017,7,19,2017-07-19,1.8,N,Fire, 
157399,BC,52.7821,-124.149,2017,7,26,2017-07-26,0.0,N,Fire, 
157400,BC,52.7683,-124.1268,2017,7,26,2017-07-26,0.0,N,Fire, 
157401,BC,52.4909,-125.8734,2018,6,19,2018-06-19,0.1,N,Fire, 
157402,BC,52.5527999999999,-125.8613,2018,7,30,2018-07-30,0.009,N,Fire, 
157403,BC,52.5276,-125.7628,2018,7,31,2018-07-31,40.0,N,Fire, 
157404,BC,52.5392,-122.364999999999,2017,8,13,2017-08-13,0.09,N,Fire, 
157405,BC,52.6053,-122.358,2017,8,23,2017-08-23,0.009,H,Fire, 
157406,BC,51.7224,-123.0211,2017,5,23,2017-05-23,0.13,N,Fire, 
157407,BC,52.0184,-122.1589,2017,5,5,2017-05-05,0.009,H,Fire, 
157408,BC,52.2147999999999,-122.0689,2017,5,5,2017-05-05,0.009,N,Fire, 
157409,BC,52.0476999999999,-122.2132,2017,5,5,2017-05-05,0.009,N,Fire, 
157410,BC,51.9863,-117.9594,2018,8,12,2018-08-12,10.0,N,Fire, 
157411,BC,52.1512,-118.171,2018,8,12,2018-08-12,0.1,N,Fire, 
157412,BC,51.6452,-116.94,2018,8,11,2018-08-11,5.0,N,Fire, 
157413,BC,52.3183999999999,-125.9263,2018,7,31,2018-07-31,0.4,N,Fire, 
157414,BC,52.3404999999999,-125.827,2018,8,9,2018-08-09,0.009,N,Fire, 
157415,BC,51.8303,-125.8644,2018,7,4,2018-07-04,12313.0,N,Fire, 
157416,BC,51.7616999999999,-125.4193,2018,8,1,2018-08-01,19050.2,N,Fire, 
157417,BC,51.2151,-126.621799999999,2018,8,11,2018-08-11,0.1,N,Fire, 
157418,BC,51.2059,-126.175299999999,2018,8,11,2018-08-11,0.2,N,Fire, 
157419,BC,51.0514,-125.6434,2018,8,11,2018-08-11,2.5,N,Fire, 
157420,BC,51.0901,-125.675,2018,8,11,2018-08-11,0.2,N,Fire, 
157421,BC,51.0578999999999,-125.646199999999,2018,8,11,2018-08-11,0.8,N,Fire, 
157422,BC,51.0645,-125.6512,2018,8,11,2018-08-11,0.009,N,Fire, 
157423,BC,52.4371,-126.3802,2018,4,24,2018-04-24,0.15,H,Fire, 
157424,BC,52.1595999999999,-125.9055,2018,6,19,2018-06-19,0.1,N,Fire, 
157425,BC,51.8646999999999,-126.7094,2018,7,5,2018-07-05,0.009,N,Fire, 
157426,BC,51.5272999999999,-122.2801,2017,4,5,2017-04-05,0.009,H,Fire, 
157427,BC,51.9313999999999,-122.936899999999,2017,4,9,2017-04-09,0.3,H,Fire, 
157428,BC,51.5345,-122.2744,2017,5,5,2017-05-05,0.1,H,Fire, 
157429,BC,51.5613999999999,-122.3315,2017,5,31,2017-05-31,3.4,H,Fire, 
157430,BC,50.1167999999999,-121.123099999999,2018,6,20,2018-06-20,0.009,N,Fire, 
157431,BC,50.3365999999999,-121.2572,2018,6,21,2018-06-21,2.5,N,Fire, 
157432,BC,50.4012999999999,-125.3788,2018,8,25,2018-08-25,0.009,H,Fire, 
157433,BC,50.7049,-126.3292,2018,5,6,2018-05-06,1.5,H,Fire, 
157434,BC,50.6809999999999,-126.1666,2018,5,5,2018-05-05,0.009,N,Fire, 
157435,BC,50.6901,-125.6874,2018,6,21,2018-06-21,0.009,N,Fire, 
157436,BC,50.8421,-126.7055,2018,7,5,2018-07-05,0.009,N,Fire, 
157437,BC,50.4955,-125.644099999999,2018,8,3,2018-08-03,0.009,H,Fire, 
157438,BC,50.8708,-118.044,2018,8,11,2018-08-11,168.0,N,Fire, 
157439,BC,50.7943,-117.977099999999,2018,8,12,2018-08-12,0.15,N,Fire, 
157440,BC,50.566,-117.987799999999,2018,8,11,2018-08-11,0.25,N,Fire, 
157441,BC,50.2383999999999,-116.9748,2018,4,23,2018-04-23,0.7,H,Fire, 
157442,BC,50.4299,-117.2989,2018,7,17,2018-07-17,88.0,N,Fire, 
157443,BC,50.5298,-117.3145,2018,7,17,2018-07-17,0.9,N,Fire, 
157444,BC,50.2982999999999,-117.1987,2018,7,27,2018-07-27,0.9,N,Fire, 
157445,BC,50.2646,-117.0166,2018,7,27,2018-07-27,0.005,N,Fire, 
157446,BC,49.7663999999999,-117.0656,2018,7,27,2018-07-27,0.009,N,Fire, 
157447,BC,50.0405999999999,-116.831599999999,2018,7,28,2018-07-28,0.1,N,Fire, 
157448,BC,50.5508999999999,-117.3669,2017,6,26,2017-06-26,0.625,N,Fire, 
157449,BC,49.6458999999999,-117.2548,2017,7,10,2017-07-10,0.04,N,Fire, 
157450,BC,50.4172,-117.1521,2017,7,10,2017-07-10,0.014,N,Fire, 
157451,BC,50.3716999999999,-116.7139,2017,7,1,2017-07-01,330.0,N,Fire, 
157452,BC,50.2199,-116.9971,2017,7,10,2017-07-10,0.005,N,Fire, 
157453,BC,50.1253999999999,-116.7983,2017,7,10,2017-07-10,4280.0,N,Fire, 
157454,BC,49.9275999999999,-117.0819,2017,7,10,2017-07-10,0.9,N,Fire, 
157455,BC,50.426,-116.9068,2017,5,25,2017-05-25,0.2,H,Fire, 
157456,BC,50.5863999999999,-117.3866,2017,7,20,2017-07-20,0.009,N,Fire, 
157457,BC,50.4226999999999,-117.2008,2017,7,20,2017-07-20,1400.0,N,Fire, 
157458,BC,50.4621,-117.1504,2017,7,20,2017-07-20,0.15,N,Fire, 
157459,BC,50.3194,-117.1153,2017,7,27,2017-07-27,0.1,N,Fire, 
157460,BC,50.6049,-117.2274,2017,7,20,2017-07-20,1070.0,N,Fire, 
157461,BC,49.8586,-117.1279,2017,7,27,2017-07-27,1.6,N,Fire, 
157462,BC,50.511,-117.2033,2017,7,27,2017-07-27,0.024,N,Fire, 
157463,BC,49.9213,-116.6607,2017,7,10,2017-07-10,40.0,N,Fire, 
157464,BC,49.7102,-117.0303,2017,7,20,2017-07-20,0.2,N,Fire, 
157465,BC,49.7323,-116.7891,2017,9,15,2017-09-15,1.6,H,Fire, 
157466,BC,50.636,-128.0718,2018,5,18,2018-05-18,0.009,H,Fire, 
157467,BC,50.6846,-127.4359,2018,8,10,2018-08-10,0.009,N,Fire, 
157468,BC,50.7398999999999,-127.5903,2018,8,11,2018-08-11,0.009,N,Fire, 
157469,BC,50.7094999999999,-127.5292,2018,8,11,2018-08-11,0.009,N,Fire, 
157470,BC,50.7124,-127.5782,2018,8,11,2018-08-11,0.009,N,Fire, 
157471,BC,50.707,-127.5965,2018,8,12,2018-08-12,0.2,N,Fire, 
157472,BC,50.5195,-128.137499999999,2018,8,14,2018-08-14,0.009,H,Fire, 
157473,BC,50.6717,-127.3893,2019,3,25,2019-03-25,0.009,H,Fire, 
157474,BC,49.7394,-121.0136,2018,5,3,2018-05-03,0.009,H,Fire, 
157475,BC,49.6390999999999,-121.0044,2018,7,30,2018-07-30,0.1,H,Fire, 
157476,BC,49.7815,-121.0448,2018,8,5,2018-08-05,0.009,N,Fire, 
157477,BC,49.7772999999999,-121.1585,2018,8,8,2018-08-08,2432.0,N,Fire, 
157478,BC,49.8074,-120.0585,2018,8,11,2018-08-11,0.009,N,Fire, 
157479,BC,49.8149999999999,-119.9872,2018,8,11,2018-08-11,0.009,N,Fire, 
157480,BC,49.7665999999999,-120.0905,2018,8,11,2018-08-11,0.009,N,Fire, 
157481,BC,49.6634999999999,-119.8923,2018,8,11,2018-08-11,0.009,N,Fire, 
157482,BC,49.9714,-120.1344,2018,8,11,2018-08-11,0.009,N,Fire, 
157483,BC,49.6261999999999,-119.911,2018,8,17,2018-08-17,4.7,N,Fire, 
157484,BC,49.9956999999999,-119.8157,2018,9,9,2018-09-09,0.009,H,Fire, 
157485,BC,50.4027999999999,-120.816599999999,2018,4,25,2018-04-25,2.0,H,Fire, 
157486,BC,50.0709999999999,-120.803299999999,2018,5,7,2018-05-07,3.9,H,Fire, 
157487,BC,49.9069,-120.9104,2018,5,11,2018-05-11,0.9,H,Fire, 
157488,BC,50.3344,-120.9192,2018,5,27,2018-05-27,53.0,H,Fire, 
157489,BC,49.7152,-120.2172,2018,5,27,2018-05-27,0.1,H,Fire, 
157490,BC,50.3984,-121.0993,2018,6,20,2018-06-20,0.009,N,Fire, 
157491,BC,50.2256,-121.047,2018,6,20,2018-06-20,3.4,N,Fire, 
157492,BC,50.2618999999999,-120.9306,2018,6,20,2018-06-20,0.3,N,Fire, 
157493,BC,50.3603999999999,-120.7865,2018,6,21,2018-06-21,0.009,N,Fire, 
157494,BC,50.2875,-120.864099999999,2018,6,21,2018-06-21,0.009,N,Fire, 
157495,BC,50.1060999999999,-120.9746,2018,6,21,2018-06-21,4.7,N,Fire, 
157496,BC,50.1261,-120.0586,2018,6,21,2018-06-21,0.009,N,Fire, 
157497,BC,49.8797,-120.5921,2018,6,21,2018-06-21,0.009,N,Fire, 
157498,BC,50.3078999999999,-120.928299999999,2018,6,21,2018-06-21,0.009,N,Fire, 
157499,BC,50.2353,-120.5658,2018,6,21,2018-06-21,0.009,N,Fire, 
157500,BC,50.3014999999999,-121.147,2018,6,21,2018-06-21,0.009,N,Fire, 
157501,BC,50.1709,-120.9395,2018,6,21,2018-06-21,0.009,N,Fire, 
157502,BC,50.3877,-121.2189,2018,6,21,2018-06-21,0.009,N,Fire, 
157503,BC,50.1124,-120.9451,2018,6,23,2018-06-23,0.009,N,Fire, 
157504,BC,50.3996,-120.3336,2018,6,24,2018-06-24,0.009,N,Fire, 
157505,BC,49.4744,-120.5643,2018,6,25,2018-06-25,0.009,H,Fire, 
157506,BC,49.9138999999999,-120.879499999999,2018,6,25,2018-06-25,0.009,H,Fire, 
157507,BC,50.1813999999999,-120.5784,2018,6,21,2018-06-21,0.009,N,Fire, 
157508,BC,50.2383999999999,-120.7206,2018,6,20,2018-06-20,0.009,N,Fire, 
157509,BC,50.1291999999999,-120.2205,2018,7,5,2018-07-05,0.009,N,Fire, 
157510,BC,50.3299999999999,-120.407799999999,2018,7,13,2018-07-13,1.1,H,Fire, 
157511,BC,49.6197999999999,-120.6728,2018,7,16,2018-07-16,16.3999999999999,H,Fire, 
157512,BC,49.987,-120.6092,2018,7,18,2018-07-18,0.009,H,Fire, 
157513,BC,49.9234,-120.9148,2018,7,21,2018-07-21,0.009,H,Fire, 
157514,BC,49.3827,-120.1683,2018,7,23,2018-07-23,0.009,H,Fire, 
157515,BC,49.8902,-120.5404,2018,7,27,2018-07-27,0.009,H,Fire, 
157516,BC,49.5266999999999,-119.9702,2018,7,17,2018-07-17,0.009,N,Fire, 
157517,BC,50.1233,-120.8203,2018,8,2,2018-08-02,3.75,H,Fire, 
157518,BC,49.5416999999999,-120.7001,2018,8,4,2018-08-04,0.64,N,Fire, 
157519,BC,49.4669999999999,-120.6918,2018,8,4,2018-08-04,0.009,N,Fire, 
157520,BC,49.3151,-120.1984,2018,7,31,2018-07-31,0.009,N,Fire, 
157521,BC,49.4953,-120.7128,2018,8,5,2018-08-05,0.009,N,Fire, 
157522,BC,49.3145999999999,-120.1992,2018,8,10,2018-08-10,0.009,N,Fire, 
157523,BC,49.8840999999999,-120.9034,2018,8,11,2018-08-11,0.1,H,Fire, 
157524,BC,49.3787,-120.1122,2018,8,11,2018-08-11,0.009,N,Fire, 
157525,BC,50.3166999999999,-120.177499999999,2018,8,11,2018-08-11,0.9,N,Fire, 
157526,BC,49.8922,-119.6174,2018,8,11,2018-08-11,0.2,N,Fire, 
157527,BC,49.5533,-119.781499999999,2018,8,11,2018-08-11,0.3,N,Fire, 
157528,BC,49.6809,-119.8279,2018,8,20,2018-08-20,5.5,H,Fire, 
157529,BC,49.7126999999999,-119.868799999999,2018,8,20,2018-08-20,0.009,N,Fire, 
157530,BC,49.4697999999999,-119.61,2018,8,31,2018-08-31,0.4,H,Fire, 
157531,BC,49.8526,-119.7153,2018,9,3,2018-09-03,0.009,H,Fire, 
157532,BC,49.7214,-119.8695,2018,9,6,2018-09-06,0.2,H,Fire, 
157533,BC,49.4221,-119.7098,2018,9,9,2018-09-09,0.62,H,Fire, 
157534,BC,49.417,-119.5674,2018,9,15,2018-09-15,0.009,H,Fire, 
157535,BC,50.4611999999999,-126.635499999999,2018,7,31,2018-07-31,0.009,N,Fire, 
157536,BC,50.3153999999999,-127.1288,2018,8,11,2018-08-11,0.05,N,Fire, 
157537,BC,50.1426,-126.7697,2018,8,11,2018-08-11,89.7,N,Fire, 
157538,BC,50.2498999999999,-126.1417,2018,8,10,2018-08-10,35.0,N,Fire, 
157539,BC,50.2333,-126.961,2018,8,11,2018-08-11,3.0,N,Fire, 
157540,BC,50.2346,-126.1395,2018,8,11,2018-08-11,0.009,N,Fire, 
157541,BC,50.1229,-126.804599999999,2018,8,10,2018-08-10,3.5,N,Fire, 
157542,BC,50.3258999999999,-127.1083,2018,8,11,2018-08-11,0.1,N,Fire, 
157543,BC,50.3517999999999,-126.366699999999,2018,10,24,2018-10-24,15.0,H,Fire, 
